emoji_category,number,code,CLDR_Short_Name
country-flag,1511,U+1F1F0 U+1F1F7,flag: South Korea
country-flag,1512,U+1F1F0 U+1F1FC,flag: Kuwait
country-flag,1513,U+1F1F0 U+1F1FE,flag: Cayman Islands
country-flag,1514,U+1F1F0 U+1F1FF,flag: Kazakhstan
country-flag,1515,U+1F1F1 U+1F1E6,flag: Laos
country-flag,1516,U+1F1F1 U+1F1E7,flag: Lebanon
country-flag,1517,U+1F1F1 U+1F1E8,flag: St. Lucia
country-flag,1518,U+1F1F1 U+1F1EE,flag: Liechtenstein
country-flag,1519,U+1F1F1 U+1F1F0,flag: Sri Lanka
country-flag,1520,U+1F1F1 U+1F1F7,flag: Liberia
country-flag,1521,U+1F1F1 U+1F1F8,flag: Lesotho
country-flag,1522,U+1F1F1 U+1F1F9,flag: Lithuania
country-flag,1523,U+1F1F1 U+1F1FA,flag: Luxembourg
country-flag,1524,U+1F1F1 U+1F1FB,flag: Latvia
country-flag,1525,U+1F1F1 U+1F1FE,flag: Libya
country-flag,1526,U+1F1F2 U+1F1E6,flag: Morocco
country-flag,1527,U+1F1F2 U+1F1E8,flag: Monaco
country-flag,1528,U+1F1F2 U+1F1E9,flag: Moldova
country-flag,1529,U+1F1F2 U+1F1EA,flag: Montenegro
country-flag,1530,U+1F1F2 U+1F1EB,flag: St. Martin
country-flag,1531,U+1F1F2 U+1F1EC,flag: Madagascar
country-flag,1532,U+1F1F2 U+1F1ED,flag: Marshall Islands
country-flag,1533,U+1F1F2 U+1F1F0,flag: Macedonia
country-flag,1534,U+1F1F2 U+1F1F1,flag: Mali
country-flag,1535,U+1F1F2 U+1F1F2,flag: Myanmar (Burma)
country-flag,1536,U+1F1F2 U+1F1F3,flag: Mongolia
country-flag,1537,U+1F1F2 U+1F1F4,flag: Macau SAR China
country-flag,1538,U+1F1F2 U+1F1F5,flag: Northern Mariana Islands
country-flag,1539,U+1F1F2 U+1F1F6,flag: Martinique
country-flag,1540,U+1F1F2 U+1F1F7,flag: Mauritania
country-flag,1541,U+1F1F2 U+1F1F8,flag: Montserrat
country-flag,1542,U+1F1F2 U+1F1F9,flag: Malta
country-flag,1543,U+1F1F2 U+1F1FA,flag: Mauritius
country-flag,1544,U+1F1F2 U+1F1FB,flag: Maldives
country-flag,1545,U+1F1F2 U+1F1FC,flag: Malawi
country-flag,1546,U+1F1F2 U+1F1FD,flag: Mexico
country-flag,1547,U+1F1F2 U+1F1FE,flag: Malaysia
country-flag,1548,U+1F1F2 U+1F1FF,flag: Mozambique
country-flag,1549,U+1F1F3 U+1F1E6,flag: Namibia
country-flag,1550,U+1F1F3 U+1F1E8,flag: New Caledonia
country-flag,1551,U+1F1F3 U+1F1EA,flag: Niger
country-flag,1552,U+1F1F3 U+1F1EB,flag: Norfolk Island
country-flag,1553,U+1F1F3 U+1F1EC,flag: Nigeria
country-flag,1554,U+1F1F3 U+1F1EE,flag: Nicaragua
country-flag,1555,U+1F1F3 U+1F1F1,flag: Netherlands
country-flag,1556,U+1F1F3 U+1F1F4,flag: Norway
country-flag,1557,U+1F1F3 U+1F1F5,flag: Nepal
country-flag,1558,U+1F1F3 U+1F1F7,flag: Nauru
country-flag,1559,U+1F1F3 U+1F1FA,flag: Niue
country-flag,1560,U+1F1F3 U+1F1FF,flag: New Zealand
country-flag,1561,U+1F1F4 U+1F1F2,flag: Oman
country-flag,1562,U+1F1F5 U+1F1E6,flag: Panama
country-flag,1563,U+1F1F5 U+1F1EA,flag: Peru
country-flag,1564,U+1F1F5 U+1F1EB,flag: French Polynesia
country-flag,1565,U+1F1F5 U+1F1EC,flag: Papua New Guinea
country-flag,1566,U+1F1F5 U+1F1ED,flag: Philippines
country-flag,1567,U+1F1F5 U+1F1F0,flag: Pakistan
country-flag,1568,U+1F1F5 U+1F1F1,flag: Poland
country-flag,1569,U+1F1F5 U+1F1F2,flag: St. Pierre & Miquelon
country-flag,1570,U+1F1F5 U+1F1F3,flag: Pitcairn Islands
country-flag,1571,U+1F1F5 U+1F1F7,flag: Puerto Rico
country-flag,1572,U+1F1F5 U+1F1F8,flag: Palestinian Territories
country-flag,1573,U+1F1F5 U+1F1F9,flag: Portugal
country-flag,1574,U+1F1F5 U+1F1FC,flag: Palau
country-flag,1575,U+1F1F5 U+1F1FE,flag: Paraguay
country-flag,1576,U+1F1F6 U+1F1E6,flag: Qatar
country-flag,1577,U+1F1F7 U+1F1EA,flag: Réunion
country-flag,1578,U+1F1F7 U+1F1F4,flag: Romania
country-flag,1579,U+1F1F7 U+1F1F8,flag: Serbia
country-flag,1580,U+1F1F7 U+1F1FA,flag: Russia
country-flag,1581,U+1F1F7 U+1F1FC,flag: Rwanda
country-flag,1582,U+1F1F8 U+1F1E6,flag: Saudi Arabia
country-flag,1583,U+1F1F8 U+1F1E7,flag: Solomon Islands
country-flag,1584,U+1F1F8 U+1F1E8,flag: Seychelles
country-flag,1585,U+1F1F8 U+1F1E9,flag: Sudan
country-flag,1586,U+1F1F8 U+1F1EA,flag: Sweden
country-flag,1587,U+1F1F8 U+1F1EC,flag: Singapore
country-flag,1588,U+1F1F8 U+1F1ED,flag: St. Helena
country-flag,1589,U+1F1F8 U+1F1EE,flag: Slovenia
country-flag,1590,U+1F1F8 U+1F1EF,flag: Svalbard & Jan Mayen
country-flag,1591,U+1F1F8 U+1F1F0,flag: Slovakia
country-flag,1592,U+1F1F8 U+1F1F1,flag: Sierra Leone
country-flag,1593,U+1F1F8 U+1F1F2,flag: San Marino
country-flag,1594,U+1F1F8 U+1F1F3,flag: Senegal
country-flag,1595,U+1F1F8 U+1F1F4,flag: Somalia
country-flag,1596,U+1F1F8 U+1F1F7,flag: Suriname
country-flag,1597,U+1F1F8 U+1F1F8,flag: South Sudan
country-flag,1598,U+1F1F8 U+1F1F9,flag: São Tomé & Príncipe
country-flag,1599,U+1F1F8 U+1F1FB,flag: El Salvador
country-flag,1600,U+1F1F8 U+1F1FD,flag: Sint Maarten
country-flag,1601,U+1F1F8 U+1F1FE,flag: Syria
country-flag,1602,U+1F1F8 U+1F1FF,flag: Swaziland
country-flag,1603,U+1F1F9 U+1F1E6,flag: Tristan da Cunha
country-flag,1604,U+1F1F9 U+1F1E8,flag: Turks & Caicos Islands
country-flag,1605,U+1F1F9 U+1F1E9,flag: Chad
country-flag,1606,U+1F1F9 U+1F1EB,flag: French Southern Territories
country-flag,1607,U+1F1F9 U+1F1EC,flag: Togo
country-flag,1608,U+1F1F9 U+1F1ED,flag: Thailand
country-flag,1609,U+1F1F9 U+1F1EF,flag: Tajikistan
country-flag,1610,U+1F1F9 U+1F1F0,flag: Tokelau
country-flag,1611,U+1F1F9 U+1F1F1,flag: Timor-Leste
country-flag,1612,U+1F1F9 U+1F1F2,flag: Turkmenistan
country-flag,1613,U+1F1F9 U+1F1F3,flag: Tunisia
country-flag,1614,U+1F1F9 U+1F1F4,flag: Tonga
country-flag,1615,U+1F1F9 U+1F1F7,flag: Turkey
country-flag,1616,U+1F1F9 U+1F1F9,flag: Trinidad & Tobago
country-flag,1617,U+1F1F9 U+1F1FB,flag: Tuvalu
country-flag,1618,U+1F1F9 U+1F1FC,flag: Taiwan
country-flag,1619,U+1F1F9 U+1F1FF,flag: Tanzania
country-flag,1620,U+1F1FA U+1F1E6,flag: Ukraine
country-flag,1621,U+1F1FA U+1F1EC,flag: Uganda
country-flag,1622,U+1F1FA U+1F1F2,flag: U.S. Outlying Islands
country-flag,1623,U+1F1FA U+1F1F3,flag: United Nations
country-flag,1624,U+1F1FA U+1F1F8,flag: United States
country-flag,1625,U+1F1FA U+1F1FE,flag: Uruguay
country-flag,1626,U+1F1FA U+1F1FF,flag: Uzbekistan
country-flag,1627,U+1F1FB U+1F1E6,flag: Vatican City
country-flag,1628,U+1F1FB U+1F1E8,flag: St. Vincent & Grenadines
country-flag,1629,U+1F1FB U+1F1EA,flag: Venezuela
country-flag,1630,U+1F1FB U+1F1EC,flag: British Virgin Islands
country-flag,1631,U+1F1FB U+1F1EE,flag: U.S. Virgin Islands
country-flag,1632,U+1F1FB U+1F1F3,flag: Vietnam
country-flag,1633,U+1F1FB U+1F1FA,flag: Vanuatu
country-flag,1634,U+1F1FC U+1F1EB,flag: Wallis & Futuna
country-flag,1635,U+1F1FC U+1F1F8,flag: Samoa
country-flag,1636,U+1F1FD U+1F1F0,flag: Kosovo
country-flag,1637,U+1F1FE U+1F1EA,flag: Yemen
country-flag,1638,U+1F1FE U+1F1F9,flag: Mayotte
country-flag,1639,U+1F1FF U+1F1E6,flag: South Africa
country-flag,1640,U+1F1FF U+1F1F2,flag: Zambia
country-flag,1641,U+1F1FF U+1F1FC,flag: Zimbabwe
subdivision-flag,1642,U+1F3F4 U+E0067 U+E0062 U+E0065 U+E006E U+E0067 U+E007F,flag: England
subdivision-flag,1643,U+1F3F4 U+E0067 U+E0062 U+E0073 U+E0063 U+E0074 U+E007F,flag: Scotland
subdivision-flag,1644,U+1F3F4 U+E0067 U+E0062 U+E0077 U+E006C U+E0073 U+E007F,flag: Wales
